,news,source
271, ಪುನೀತ್‌ ರಾಜ್‌ಕುಮಾರ್‌ಗೆ ಟ್ವಿಟರ್‌ ಅವಮಾನ ಮಾಡಿತೇ? ಬ್ಲ್ಯೂ ಟಿಕ್‌ಗೆ ಏನಿದೆ ನಿಯಮ,asianet
272,ಈಗಾಗಲೇ ತುಂಬಾ ಕಷ್ಟ ಅನುಭವಿಸಿದ್ದೇವೆ: ಲಂಕಾ ಜನರ ಅಳಲು,asianet
273,"14,850 ಕೋಟಿ  ವೆಚ್ಚದ ಬುಂದೇಲ್‌ಖಂಡ ಎಕ್ಸ್‌ಪ್ರೆಸ್‌ ವೇ ಅನಾವರಣ ಮಾಡಲಿರುವ ಪ್ರಧಾನಿ ಮೋದಿ",asianet
274,"ಪಾಕಿಸ್ತಾನದಲ್ಲಿ ಆರ್ಥಿಕ ಬಿಕ್ಕಟ್ಟು ತೀವ್ರ: ವೇಗವಾಗಿ ಖಾಲಿಯಾಗುತ್ತಿದೆ ವಿದೇಶಿ ವಿನಿಮಯ ಮೀಸಲು, ನಗದು ಕೊರತೆ",asianet
275,ದೆಹಲಿ ಏರ್‌ಪೋರ್ಟ್‌ನಲ್ಲಿ ದಂಪತಿಯ ಬಂಧನ : 45 ಹ್ಯಾಂಡ್‌ ಗನ್‌ ಜಪ್ತಿ,asianet
276,"ರಾಷ್ಟ್ರಪತಿ ಕೋವಿಂದ್ ಭೇಟಿಯಾದ ಪ್ರಧಾನಿ, ಮಹತ್ವದ ಮಾತುಕತೆ",asianet
277,"ವಿಜಯಪುರ: ಇಬ್ಬರು ಹೆಣ್ಮಕ್ಕಳೊಂದಿಗೆ ತಾಯಿ ಆತ್ಮಹತ್ಯೆ, ಕಾರಣ ಕೇಳಿದ್ರೆ ಹೌಹಾರ್ತಿರಿ..",asianet
278,"ಅಬ್ಬಬ್ಬಾ... ಇಲ್ಲಿ ಮದುವೆಯಾದ 3 ದಿನಗಳವರೆಗೆ ವಧು, ವರ ಟಾಯ್ಲೆಟ್‌ಗೆ ಹೋಗುವಂತಿಲ್ಲ",asianet
279,"ಕೈಯಾರೆ ಪಾನಿಪೂರಿ ಮಾಡಿ ಮಕ್ಕಳು, ಪ್ರವಾಸಿಗರಿಗೆ ನೀಡಿದ ಸಿಎಂ ಮಮತಾ ಬ್ಯಾನರ್ಜಿ, Viral Video",asianet
280,ಹುಬ್ಬಳ್ಳಿ: ಗುರೂಜಿ ಹತ್ಯೆ ಆರೋಪಿಗಳು ಮತ್ತೆ 6 ದಿನ ಪೊಲೀಸ್‌ ಕಸ್ಟಡಿಗೆ,asianet
281,ಗುಟ್ಕಾ ವ್ಯಾಪಾರಿ ಹತ್ಯೆ ಕೇಸ್‌ ನಲ್ಲಿ ದಂಪತಿ ಸೆರೆ,asianet
282, ಒಡಿಶಾದ ಮೂವರು ಸೇರಿ 8 ಮಂದಿ ಡ್ರಗ್ ಪೆಡ್ಲರ್‌ಗಳ ಬಂಧನ,asianet
283,ಸೆಂಟ್ರಲ್‌ ಜೈಲುಗಳಲ್ಲಿನ್ನು 5ಜಿ ಜಾಮರ್‌: ಗೃಹ ಸಚಿವ ಆರಗ ಜ್ಞಾನೇಂದ್ರ,asianet
284,PSI Scam: ಬಂಧಿತ ಗಣಪತಿಗೂ ಆರಗಗೂ ಏನು ಸಂಬಂಧ?: ಹರಿಪ್ರಸಾದ್‌,asianet
285," ಯುಪಿಎ ಸರ್ಕಾರದ ವೇಳೆ ಭಾರತಕ್ಕೆ ಭೇಟಿ, ISI ಪರ ಬೇಹುಗಾರಿಕೆ ಮಾಡಿದ್ದೆ ಎಂದ ಪಾಕ್‌ ಪತ್ರಕರ್ತ",asianet
286,"ಬಕ್ರೀದ್ ಹಬ್ಬದಂದು  700ಕ್ಕೂ ಹೆಚ್ಚು ಜಾನುವಾರು ರಕ್ಷಣೆ, ಗೋ ಹತ್ಯೆ ನಿಷೇಧ ಕಾಯ್ದೆ ಉಲ್ಲಂಘಿಸಿದ 60 ಜನರ ಮೇಲೆ FIR",asianet
287,"ಜೋ ಬೈಡೆನ್ ನಿಂಗ್ ವಯಸ್ಸಾಯ್ತೋ,  ತಮ್ಮದೇ ಪಕ್ಷದಲ್ಲಿಅಮೆರಿಕ ಅಧ್ಯಕ್ಷರ ಇಳಿ ವಯಸ್ಸಿಗೆ ಅಪಸ್ವರ",asianet
288,"ಸೆಲ್ಫಿಗಾಗಿ ಬಂದ ಟೋಲ್ ಸಿಬ್ಬಂದಿಗೆ ಕಪಾಳಕ್ಕೆ ಬಾರಿಸಿದ ರಸ್ಲರ್ ಖಲಿ, Video Viral",asianet
289,ಕನ್ಹಯ್ಯ ಲಾಲ್ ಪರ ಪೋಸ್ಟ್ ಹಾಕಿದ ಹಿಂದೂ ಯುವತಿಗೆ ರೇಪ್ ಹಾಗೂ ಕೊಲೆ ಬೆದರಿಕೆ,asianet
290,"ಗೋವಾದಲ್ಲಿ ಕಾಂಗ್ರೆಸ್‌ಗೆ ನಿರಾಳ, ಸದ್ಯಕ್ಕಿಲ್ಲ ಸಂಕಷ್ಟ: ಸಭೆಗೆ 10 ಶಾಸಕರು ಹಾಜರ್",asianet
291,ಜನಸಂಖ್ಯಾ ಸ್ಫೋಟ ಜಾತಿ ಮತ್ತು ಧರ್ಮದ ಜೊತೆ ಜೋಡಿಸೋದು ಸರಿಯಲ್ಲ: ಮುಖ್ತಾರ್ ಅಬ್ಬಾಸ್ ನಖ್ವಿ,asianet
292,"ಬೆಂಗ್ಳೂರು: ಸ್ಪಾ ಹೆಸರಲ್ಲಿ ವೇಶ್ಯಾವಾಟಿಕೆ ದಂಧೆ,  8 ಮಂದಿ ನೊಂದ ಯುವತಿಯರ ರಕ್ಷಣೆ",asianet
293,ಸರ್ಕಾರಿ ದತ್ತು ಏಜೆನ್ಸಿಗಳಲ್ಲಿ 800ಕ್ಕೂ ಹೆಚ್ಚು ಮಕ್ಕಳ ಸಾವು,asianet
294,ಹೆದ್ದಾರಿಯಲ್ಲಿ ಮರ ಕಡಿಯುವ ಬದಲು ಸ್ಥಳಾಂತರ: ಸಚಿವ ಸಿ.ಸಿ.ಪಾಟೀಲ್‌ ಸೂಚನೆ,asianet
295,ಪಾಲಿಸ್ಟರ್‌ ಧ್ವಜಕ್ಕೆ ಅನುಮತಿ ವಿರುದ್ಧ ಕಾಂಗ್ರೆಸ್‌ ಹೋರಾಟ: ಬೆಂಗೇರಿ ಖಾದಿ ಘಟಕಕ್ಕೆ ಹರಿಪ್ರಸಾದ್‌ ಭೇಟಿ,asianet
296,ಮಾಜಿ ಮುಖ್ಯಮಂತ್ರಿ ಹೆಚ್​​.ಡಿ ಕುಮಾರಸ್ವಾಮಿಗೆ ಕೋವಿಡ್​ ಪಾಸಿಟಿವ್,asianet
297,"ಠೇವಣಿ ಹಣ ವಾಪಾಸ್‌ ನೀಡುವಂತೆ ಚೀನಾದಲ್ಲಿ ಪ್ರತಿಭಟನೆ, ಸರ್ಕಾರದ ಶಕ್ತಿಪ್ರಯೋಗದ ವಿಡಿಯೋ ವೈರಲ್",asianet
298,ಎಸಿಬಿಗೆ ಕಳಂಕಿತರನ್ನ ನಿಯೋಜನೆ ಮಾಡಬೇಡಿ: ಸರ್ಕಾರಕ್ಕೆ ಹೈಕೋರ್ಟ್ ನಿರ್ದೇಶನ,asianet
299,ಒಂದು ವರ್ಗದ ಜನರು ಸಂಖ್ಯೆ ಹೆಚ್ಚುವುದರಿಂದ ಅರಾಜಕತೆ ಹೆಚ್ಚುತ್ತೆ: ಜನಸಂಖ್ಯಾ ಹೆಚ್ಚಳ ಬಗ್ಗೆ ಯೋಗಿ ಮಾತು,asianet
300,ಡ್ರೈವರ್‌ ಸೇರಿ ಒಂದೇ ಆಟೋದಲ್ಲಿ 27 ಪ್ರಯಾಣಿಕರು: ಪೊಲೀಸ್ ಶಾಕ್‌,asianet
301,"2 ದೇಶ, 2 ರಾಷ್ಟ್ರಪತಿ ಭವನ, 2 ದಂಗೆ: ಇವೆರಡರ ನಡುವಿನ ವ್ಯತ್ಯಾಸ ಮಾತ್ರ ಅಜಗಜಾಂತರ",asianet
302,"ಬ್ಯಾಂಕ್ ವಂಚನೆ ಆರೋಪಿ ವಿಜಯ್ ಮಲ್ಯಗೆ 4 ತಿಂಗಳ ಜೈಲು , 2 ಸಾವಿರ ರೂ ದಂಡ",asianet
303,"ಪಳನಿಸ್ವಾಮಿಗೆ  AIADMK ನಾಯಕತ್ವ, ಪನೀರ್‌ಸೆಲ್ವಂ ಬೆಂಬಲಿಗರ ಮಾರಾಮಾರಿ",asianet
304,"ಲಂಕಾ ಅಧ್ಯಕ್ಷರಾಗಿ ಮುಂದುವರಿಯಲು ರಾಜಪಕ್ಸ ಕಸರತ್ತು, ಮತ್ತೊಂದು ಘೋಷಣೆ ಸಾಧ್ಯತೆ",asianet
305,"ಕಾರನ್ನು ಕಸಿದುಕೊಂಡ ನಾಯಕ, ಗೆಳೆಯರಿಂದ ಥಳಿತ, ಸೂಸೈಡ್‌ ಮಾಡ್ಕೊಂಡ ವಕೀಲ",asianet
306,"Petrol - Diesel Price Today: ಪೆಟ್ರೋಲ್, ಡೀಸೆಲ್ ಇಂದಿನ ದರ ಹೇಗಿದೆ? ಯಾವೆಲ್ಲಾ ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಇಳಿಕೆ?",asianet
307,ನಾಪತ್ತೆಯಾಗಿರುವ ಶ್ರೀಲಂಕಾ ಅಧ್ಯಕ್ಷ ರಾಜಪಕ್ಷ ಗೌಪ್ಯ ಸ್ಥಳದಿಂದ ಮಹತ್ವದ ಘೋಷಣೆ,asianet
308,ಬೆಂಗಳೂರಿನಲ್ಲಿ ಬೀದಿ ಬದಿ ವ್ಯಾಪಾರಿಗಳ ಮೇಲೆ ಫುಡ್​ ಆಫೀಸರ್ಸ್ ದೌರ್ಜನ್ಯ,asianet
309,ಮುಸ್ಲಿಂ ಪ್ರಾಬಲ್ಯದ ಜಮ್ತಾರಾದಲ್ಲಿ ಭಾನುವಾರದ ಬದಲು ಶುಕ್ರವಾರ ರಜೆ: ತನಿಖೆಗೆ ಆದೇಶ,asianet
310,"ಭಾರತದ ಹೊಡೆತಕ್ಕೆ ಚೀನಾ ಟೆಕ್ಸ್‌ಟೈಲ್ ಉದ್ಯಮ ತತ್ತರ, ತೀವ್ರ ಆರ್ಥಿಕ ಸಂಕಷ್ಟ",asianet
311,Indian Economy: ದೇಶ ಮತ್ತೆ 1991ರ ಆರ್ಥಿಕ ದುಸ್ಥಿತಿಯತ್ತ ಸಾಗುತ್ತಿದೆ ಎಂಬ ಆರೋಪಗಳು ನಿಜನಾ.? ,asianet
312,500 ಮೀಟರ್ ಪೇಪರ್‌ ರೋಲ್‌ನಲ್ಲಿ ಖುರಾನ್ ಬರೆದ ಕಾಶ್ಮೀರಿ ಯುವಕ,asianet
313,Amarnath Cloudburst: ಮೇಘಸ್ಫೋಟದ ಸ್ಥಳದಿಂದ ಏಷ್ಯಾನೆಟ್‌ ಸುವರ್ಣ ನ್ಯೂಸ್‌ ಗ್ರೌಂಡ್‌ ರಿಪೋರ್ಟ್‌,asianet
314,ನ್ಯಾಯಾಂಗ ನಿಂದನೆ: ಜು.11ರಂದು ಮಲ್ಯ ವಿರುದ್ಧ ತೀರ್ಪು,asianet
315,"ಶ್ರೀಲಂಕಾ ಸ್ಥಿತಿ ಬಗ್ಗೆ IMF ಕಣ್ಣು, ರಾಜಕೀಯ ಸಂಕಷ್ಟ ನಿವಾರಣೆಯಾಗುತ್ತಿದ್ದಂತೆಯೇ ಬೇಲ್‌ಔಟ್‌ ಡೀಲ್‌ ಚರ್ಚೆ",asianet
316,"Bengaluru; ಗಾಂಜಾ ಹಣದಲ್ಲಿ ಖರೀದಿಸಿದ್ದ 8 ಎಕರೆ ಜಾಗ ಜಪ್ತಿ, ಬ್ಯಾಂಕ್‌ನಲ್ಲಿ 2ಕೋಟಿ",asianet
317,ಬೆಂಗಳೂರು: ವ್ಯಾಪಾರ ನಷ್ಟದಿಂದ ಚಿನ್ನದಂಗಡಿ ದರೋಡೆ ಮಾಡಿದ್ರು,asianet
318,"ಎಲ್ಲಾ ಅಮ್ಮನಿಗಾಗಿ..., ಹೆತ್ತಾಕೆಯ ಶವ ಮನೆಯಲ್ಲಿಟ್ಟು ಅದ್ಧೂರಿಯಾಗಿ ಮದುವೆಯಾದ ಮಗ",asianet
319,ಶ್ರೀಲಂಕಾ ನಾಗರಿಕರು ಉದ್ರಿಕ್ತ ಪ್ರಧಾನಿ ರನಿಲ್ ಬಿಕ್ರಮಸಿಂಘೆ ನಿವಾಸ ಧಗಧಗ,asianet
320,"ಉದಯಪುರ ಹತ್ಯಾಕಾಂಡ, ಮೊದಲ ಬಾರಿ ಮೌನ ಮುರಿದ RSS ಮುಖ್ಯಸ್ಥ ಮೋಹನ್ ಭಾಗವತ್",asianet
321,"ತಲೆಗೇರಿದ ಪ್ರೇಮದ ನಶೆ, ಪ್ರಿಯಕರನಿಗಾಗಿ ಅಪ್ಪನನ್ನೇ ಕೊಲ್ಲಲು ಸಂಚು ರೂಪಿಸಿದ ಮಗಳು",asianet
322,Viral Video: ಸಾಗುವ ವಾಹನಗಳನ್ನು ಎಳೆದೆಳೆದು ಬೀಳಿಸುವ ವಿಚಿತ್ರ ರಸ್ತೆ,asianet
323,"ಸಾಧನಾ ಗುಪ್ತಾ, ಮುಲಾಯಂ ಪ್ರೀತಿಗೆ ನಾಂದಿಯಾಯ್ತು ಆ ಘಟನೆ, ವರ್ಷಾನುಗಟ್ಟಲೇ ಸಂಬಂಧ ಮುಚ್ಚಿಟ್ಟಿದ್ದ ಮಾಜಿ ಸಿಎಂ",asianet
324,11 ವರ್ಷದ ಬಾಲಕಿ ಮೇಲೆ ಐವರು ಯುವಕರಿಂದ ಅತ್ಯಾಚಾರ ಯತ್ನ: ವೀಡಿಯೊ ಹರಿಬಿಟ್ಟ ದುರುಳರು ,asianet
325,ಹುಬ್ಬಳ್ಳಿ ಧಾರವಾಡದಲ್ಲಿ ಕ್ರೈಂಗಳಿಗಿಲ್ಲ ಕಡಿವಾಣ: ಜೈಲಿನಲ್ಲಿ 4 ಹೊಸ ಬ್ಯಾರಕ್ ನಿರ್ಮಾಣ,asianet
326,ಹಿರಿಯ ಐಎಎಸ್ ಅಧಿಕಾರಿ ಮುನೀಶ್ ಮೌದ್ಗಿಲ್‌ಗೆ ಬೆದರಿಕೆ: ಅವಾಜ್​ ಹಾಕಿದ್ದ ಆರೋಪಿಯ ಬಂಧನ ,asianet
327,ಪ್ರಧಾನಿ ಮೋದಿ ಅನಾವರಣ ಮಾಡಲಿರುವ ದಿಯೋಘರ್‌ ವಿಮಾನ ನಿಲ್ದಾಣದ ನೋಟ,asianet
328,ಮೋದಿ ದೂರ ಇಟ್ಟ ಗುಜರಾತ್‌ ಗೆಲ್ಲಲು ಕಾಂಗ್ರೆಸ್‌ ರಣತಂತ್ರ,asianet
329,"ಟ್ವಿಟರ್‌ ಡೀಲ್‌ನಿಂದ ಹಿಂದೆ ಸರಿದ ಎಲಾನ್‌ ಮಸ್ಕ್‌, ಕಾನೂನು ಕ್ರಮಕ್ಕೆ ನಿರ್ಧರಿಸಿದ ಕಂಪನಿ",asianet
330,ದಿಲ್ಲಿ Central Vista Avenue   ಇನ್ನು ಎರಡು ವಾರಗಳಲ್ಲಿ  ಪೂರ್ಣ,asianet
331,"Shinzo Abe Death; ಪ್ರೀತಿಯ ಗೆಳೆಯನನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇನೆ, ಮೋದಿ ಭಾವುಕ ಲೇಖನ",asianet
332,ಐಐಟಿ ವಿದ್ಯಾರ್ಥಿನಿಗೆ ಲೈಂಗಿಕ ಕಿರುಕುಳ: ಅಧಿಕಾರಿ ಅಮಾನತುಗೊಳಿಸಿದ ಸರ್ಕಾರ ,asianet
333,Chitradurga: ವಿದ್ಯಾರ್ಥಿಗಳ ಅಧ್ಯಯನ ಕಟ್ಟಡ ಕಾಮಗಾರಿಯಲ್ಲಿ ಗೋಲ್ ಮಾಲ್,asianet
334,ನೂಪುರ್ ತಲೆ ಕಡಿದು ತಂದವರಿಗೆ 5 ಲಕ್ಷ ಘೋಷಿಸಿದ ಟಿಎಂಸಿ ಸಂಸದ ವಾಸಿಮ್ ರಝಾ,asianet
335,"ಶಿಂಜೋ ಅಬೆ to ಇಂದಿರಾ ಗಾಂಧಿ, ಗುಂಡೇಟಿಗೆ ಬಲಿಯಾದ ಜನಪ್ರಿಯ ನಾಯಕರು",asianet
336,"ಪ್ರೇಯಸಿಗಾಗಿ ಹೆಂಡ್ತಿಯನ್ನೇ ಕೊಂದ ಪಾಪಿ ಪತಿ, ಪತ್ನಿಗೆ ಅಕ್ರಮ ಸಂಬಂಧ ಕಟ್ಟಲು ಗೆಳೆಯನನ್ನು ಕಳಿಸಿದ್ದ",asianet
337,ಶಾಸಕ ಜಮೀರ್ ಅಹ್ಮದ್ ಖಾನ್ ಆಸ್ತಿ 2031% ಜಂಪ್ ,asianet
338,"Vikram Heart Attack: ಖ್ಯಾತ ತಮಿಳು ನಟ ವಿಕ್ರಂ ಸಂಪೂರ್ಣ ಚೇತರಿಕೆ, ಶೀಘ್ರದಲ್ಲೇ ಬಿಡುಗಡೆ",asianet
339,ಕರ್ನಾಟಕ  ಪರಿಸರ ಇಲಾಖೆಗೆ ಸಾಲು ಮರದ ತಿಮ್ಮಕ್ಕ ರಾಯಭಾರಿ: ಆದೇಶ ಹೊರಡಿಸಿದ ಸರ್ಕಾರ,asianet
340,Chitradurga: ಹೊಳಲ್ಕೆರೆ ಶಾಸಕ ಎಂ.ಚಂದ್ರಪ್ಪ ಬೆಂಬಲಿಗನಿಂದ ದರ್ಪ: ಮಾರಣಾಂತಿಕ ಹಲ್ಲೆ ಆರೋಪ,asianet
341,ಯುಪಿಯ 6ನೇ  Bundelkhand expressway ಜು.16ಕ್ಕೆ ಮೋದಿಯಿಂದ ಲೋಕಾರ್ಪಣೆ,asianet
342,ಚಿಕಿತ್ಸೆ ಫಲಕಾರಿಯಾಗದೇ ಜಪಾನ್‌ ಮಾಜಿ ಪ್ರಧಾನಿ ಶಿಂಜೋ ಅಬೆ ನಿಧನ,asianet
343,Mohammed Zubair ಬಂಧನಕ್ಕೆ ಕ್ಯಾತೆ ಎತ್ತಿದ ಜರ್ಮನಿಗೆ ಚಾಟಿ ಬೀಸಿದ ಭಾರತ ,asianet
344,ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿಯಲ್ಲಿ ಸುಲಿಗೆ ಮಾಡುತ್ತಿದ್ದ ಖತರ್ನಾಕ್‌ ಖದೀಮನ ಬಂಧನ,asianet
345,Crime News: ಆಸ್ತಿಗಾಗಿ ಪ್ರಿಯಕರನೊಂದಿಗೆ ಸೇರಿ ಹೆತ್ತವರನ್ನೇ ಕೊಂದ ಮಗಳು,asianet
346,"ಮತ್ತೆ ಕೊರೋನಾ ಸ್ಫೋಟ, ಭಾರತದಲ್ಲಿ 18 ಸಾವಿರ ಕೇಸ್, 35 ಸಾವು",asianet
347,ಚಂದ್ರಶೇಖರ ಗುರೂಜಿ ಹತ್ಯೆ ಕೇಸ್: ವಿಚಾರಣೆ ವೇಳೆ ರೋಚಕ ಅಂಶಗಳನ್ನ ಬಾಯ್ಬಿಟ್ಟ ಹಂತಕರು,asianet
348,ಬ್ರಿಟನ್ ಪ್ರಧಾನಿ ಬೋರಿಸ್‌ ರಾಜಕೀಯ ಜೀವನ ಸರ್ವನಾಶಗೊಳಿಸಿದ ಐದು ವಿವಾದಗಳು,asianet
349,"ಅಣ್ಣನನ್ನು ಮದುವೆಯಾದ ತಂಗಿ, ಹುಟ್ಟಿದ ಮಗುವನ್ನು ಕಂಡು ಭಯದಿಂದ ನಡುಗಿದ ಜನ",asianet
350,ಕೌಟುಂಬಿಕ ಕಲಹ : ಪೆಟ್ರೋಲ್‌ ಸುರಿದು 22ರ ಹರೆಯದ ಪತ್ನಿಗೆ ಬೆಂಕಿ ಹಚ್ಚಿದ ಪತಿ,asianet
351,ಇನ್ಫೋಸಿಸ್‌ ನಾರಾಯಣ ಮೂರ್ತಿ ಅಳಿಯ ರಿಷಿ ಸುನಾಕ್‌ ಬ್ರಿಟನ್‌ ಮುಂದಿನ ಪ್ರಧಾನಿ?,asianet
352,"ಮೋದಿ ಪಿಎಂ ಆದ್ರೆ ದೇಶ ಬಿಡ್ತೀನಿ ಎಂದಿದ್ದ ಲೀನಾ, 8 ವರ್ಷ ಆಯ್ತು ಬ್ಯಾಗ್‌ ಪ್ಯಾಕ್‌ ಮಾಡಲ್ವಾ ಎಂದ ನೆಟ್ಟಿಗರು",asianet
353,ನಮ್ಮ ಪ್ರೀತಿಗೆ ಯಾವ ಗೇಟ್ ಕೂಡ ಅಡ್ಡಿಯಾಗದು... ಶ್ವಾನಗಳ ಮುದ್ದಾದ ಫೋಟೋ ವೈರಲ್‌,asianet
354,ಮಗುವನ್ನು ಕಸಿಯಲೆತ್ನಿಸಿದ ಬಾಲಕಿ: ತಾಯಿ ಕೋತಿಯ ರಿಯಾಕ್ಷನ್ ನೋಡಿ,asianet
355,"AIIMS ತಲುಪಿದ ಲಾಲೂ ಆರೋಗ್ಯ ಮತ್ತಷ್ಟು ಗಂಭೀರ, ದೇಹದಲ್ಲಿ ಯಾವುದೇ ಚಲನೆ ಇಲ್ಲ",asianet
356,Corona Crisis: ಮತ್ತೆ 1000 ದಾಟಿದ ಕೇಸ್‌: 4% ಪಾಸಿಟಿವಿಟಿ,asianet
357," 18 ದಿನದಲ್ಲಿ 8 ತಾಂತ್ರಿಕ ದೋಷ,  SpiceJetಗೆ ಕೇಂದ್ರದ ತರಾಟೆ",asianet
358,ಬೆಂಗಳೂರು: ಅಂಗಡಿ ಮಾಲೀಕನ ಮೇಲೆ ಸಿಟ್ಟಿಗೆ 110 ಲ್ಯಾಪ್‌ಟಾಪ್‌ಗಳನ್ನೇ ಕದ್ದರು..,asianet
359,ಭಾರತದಿಂದ ಪಲಾಯನ ಮಾಡಿದ ವಿವೋ ಕಂಪನಿ ನಿರ್ದೇಶಕರು?,asianet
360,ಹುಬ್ಬಳ್ಳಿ: ಚಂದ್ರಶೇಖರ ಗುರೂಜಿ ಹತ್ಯೆ: ಎಫ್‌ಐಆರ್‌ನಲ್ಲಿ ಏನಿದೆ?,asianet
361,"ವೀರೇಂದ್ರ ಹೆಗ್ಗಡೆ, ಪಿಟಿ ಉಷಾ, ವಿಜಯೇಂದ್ರ ಪ್ರಸಾದ್‌, ಇಳಯರಾಜ ರಾಜ್ಯಸಭೆಗೆ ನಾಮನಿರ್ದೇಶನ",asianet
362,"ಸಾರ್ವಜನಿಕರ ಲೂಟಿ ಮಾಡಲು ಸಂವಿಧಾನ ನೆರವು, ವಿವಾದಿತ ಹೇಳಿಕೆ ನೀಡಿದ ಸಚಿವ ರಾಜೀನಾಮೆ",asianet
363,ಚಂದ್ರಶೇಖರ್‌ ಗುರೂಜಿಯ ಮತ್ತೊಬ್ಬ ಹಂತಕ ಯಾರು?,asianet
364,ಯುವ ಸಮೂಹದ ಕ್ರೇಜಿ ಬಾಯ್‌ ಯೂಟ್ಯೂಬರ್‌ ಟಿಟಿಎಫ್ ವಾಸನ್‌ಗೆ ಬಂಧನ ಭೀತಿ,asianet
365,ಬ್ಯೂಟಿಪಾರ್ಲರ್ ಮಹಿಮೆ: 30ರ ತರುಣಿ ಎಂದು 54ರ ಅಂಟಿಯ ಮದುವೆಯಾಗಿ ಮೋಸ ಹೋದ ವರ,asianet
366,ಶಾಲೆಯಿಂದ ಬಂದ ಅಣ್ಣನ ತಬ್ಬಿಕೊಂಡು ಮುದ್ದಾಡೋ ತಮ್ಮ ವಿಡಿಯೋ ವೈರಲ್,asianet
367,ಆಂಕರ್ ಅನುಶ್ರೀ ನಂಟಿದ್ದ ಡ್ರಗ್ ಪ್ರಕರಣದ ಆರೋಪಿ ಕಿಶೋರ್ ಶೆಟ್ಟಿ ಬಟ್ಟೆ ಬಿಚ್ಚಿಸಿ ಕಮಿಷನರ್ ಕ್ಲಾಸ್,asianet
368,ಬೆಂಗಳೂರು ಸಾರಿಗೆ ಇಲಾಖೆ ಕಚೇರಿಗಳಲ್ಲಿ ಬ್ರಹ್ಮಾಂಡ ಭ್ರಷ್ಟಾಚಾರ,asianet
369,ಹಾಡಹಗಲೇ ಶಸ್ತ್ರಸಜ್ಜಿತ ದರೋಡೆಕೋರರಿಂದ ಚಿನ್ನದಂಗಡಿಗೆ ನುಗ್ಗಿ ದರೋಡೆ: ಮಾಲೀಕನ ಮೇಲೆ ಗುಂಡಿನ ದಾಳಿ,asianet
370,ಉಪರಾಷ್ಟ್ರಪತಿ ಸ್ಥಾನಕ್ಕೆ ಬೆಂಗಳೂರಿನ ಹೊಸಮಠ ನಾಮಪತ್ರ,asianet
371,"ಪಿಎಸ್‌ಐ ಅಕ್ರಮ: ಆರಗ ವಜಾ, ನ್ಯಾಯಾಂಗ ತನಿಖೆಗೆ ಕೈ ಆಗ್ರಹ",asianet
372,ಸರಳವಾಸ್ತು ಗುರೂಜಿ ಸಹಸ್ರಾರು ಕೋಟಿ ಒಡೆಯ: ಸಿಂಗಾಪುರಕ್ಕೆ ತೆರಳಿ ವಾಸ್ತುಶಾಸ್ತ್ರಜ್ಞರಾದರು,asianet
373,3 ದಿನಗಳ ಬಳಿಕ ರಾಜ್ಯದಲ್ಲಿ ಕೋವಿಡ್‌ ಹೆಚ್ಚಳ: ಇಬ್ಬರು ಸೋಂಕಿತರು ಸಾವು,asianet
374,"ಶಾಸಕ ಜಮೀರ್ ಅಹ್ಮದ್‌ಗೆ ACB ಶಾಕ್, ಜೀವಂತ ಗುಂಡುಗಳು ಪತ್ತೆ",asianet
375,ಪ್ರೊಬೆಷನರಿ ಪಿಎಸ್‌ಐ ಆ್ಯಂಡ್ ಟೀಮ್‌ನಿಂದ ಗೂಂಡಾಗಿರಿ: ಡಾಬಾ ಧ್ವಂಸಗೊಳಿಸಿ ಪುಂಡಾಟಿಕೆ,asianet
376,"ನನಗೆ ಕಾಳಿ ಅಂದ್ರೆ ಮಾಂಸ, ಮದ್ಯ ಸೇವಿಸುವ ದೇವತೆ, ಸಂಸದೆ ಮೊಯಿತ್ರಾ ಹೇಳಿಕೆಗೆ ಟಿಎಂಸಿ ಗರಂ",asianet
377,ರೂಮ್ ಬಾಯ್‌ಗೂ ಕಾಲೇಜ್ ಹುಡುಗೀಗು ಲವ್: ಚೆಲುವಿನ ಚಿತ್ತಾರ ರೀತಿಯ ಕಥೆ..,asianet
378,"Gold and Silver Price: ಇಂದಿನ ಚಿನ್ನ, ಬೆಳ್ಳಿ ದರವೆಷ್ಟು? ಇಲ್ಲಿದೆ ರೇಟ್‌",asianet
379,"ದಾವಣಗೆರೆ: 20 ಲಕ್ಷ ಮೌಲ್ಯದ 102 ಕೆಜಿ ಬೆಳ್ಳಿ ಜಪ್ತಿ, ಇಬ್ಬರ ಬಂಧನ",asianet
380,"BSNL ಗ್ರಾಹಕರಿಗೆ ಬಿಗ್ ಶಾಕ್, 3 ಪ್ರೀಪೇಯ್ಡ್‌ ಪ್ಲಾನ್‌ಗಳಲ್ಲಿ ಬದಲಾವಣೆ",asianet
381,"ಬ್ಯಾಂಕ್ ಉದ್ಯೋಗಿಗೆ 10 ಲಕ್ಷ  ಉಂಡೆನಾಮ: ವಿದ್ಯಾವಂತರೆ ಹೀಗಾದರೇ, ಅವಿದ್ಯಾವಂತರ ಗತಿ ಏನು..?",asianet
