news,label
 ಸಮೀರ್ ವಾಂಖೆಡೆ ಹೆಸರಿನಲ್ಲಿ ಮೂರು ಟ್ವಿಟ್ಟರ್ ಖಾತೆ?,0
ಎರಡು ಪಂದ್ಯ ನಿಷೇಧದ ಭೀತಿಯಲ್ಲಿ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ ವೇಗಿ ರಬಾಡಾ,1
ರಾಜ್ಯದಲ್ಲಿ ಈ ವಾರ ತೆರೆಕಾಣಲಿರುವ ಸಿನಿಮಾಗಳು,1
" ತಮಿಳುನಾಡಿನಲ್ಲಿ ಮಸೀದಿಗಿಂತ, ದೇವಸ್ಥಾನಗಳಿಗೆ ಹೆಚ್ಚಿನ ವಿದ್ಯುತ್ ದರ ನಿಗದಿ.? ']",0
ಒಪ್ಪೊದವರ ಫ್ಯಾನ್ಸಿ ಮತ್ತು ಕ್ಯಾಮೆರಾ ಸ್ಲೈಡಿಂಗ್​ ಮೊಬೈಲ್​,1
18 ಸಾವಿರ ಬೆಲೆಯ ವಸ್ತು ಆರ್ಡರ್​​ ಮಾಡಿದ ಬಾಲಿವುಡ್​ ನಟಿ ಸೋನಾಕ್ಷಿ ಸಿನ್ಹಾಗೆ ಸಿಕ್ಕಿದ್ದು ಏನು ಗೊತ್ತಾ?,1
 ಭಾರತದ ಕೊರೊನಾ ರೋಗಿಗಳಿಗೆ ಆಮ್ಲಜನಕ ಸಿಲಿಂಡರ್‌ಗಳ ಪ್ರಸ್ತುತ ಅಗತ್ಯತೆಯನ್ನು ತೋರಿಸುವ ಫೋಟೋಗಳು,0
ಟೀಮ್ ಇಂಡಿಯಾ ಆಟಗಾರರ ಆಯ್ಕೆಯಲ್ಲಿ ಮ್ಯೂಸಿಕಲ್ ಚೇರ್ ಆಡುತ್ತಿದ್ದೀರಾ..?: ಆಯ್ಕೆ ನೀತಿ ಬಗ್ಗೆ ದಿಲೀಪ್ ವೆಂಗ್ ಸರ್ಕರ್ ಕಿಡಿ,1
 ಭಾರತದಲ್ಲಿ ಲಾಕ್\u200cಡೌನ್ ಜಾರಿ ಸುದ್ದಿ ಸುಳ್ಳು!'],0
(VIDEO): ಥರ್ಡ್​​​​​ ಅಂಪೈರ್ ಔಟ್ ನೀಡಿದರು ಬ್ಯಾಟ್ ಮಾಡು ಎಂದ ಎದುರಾಳಿ ನಾಯಕ,1
ಮದಕರಿಯಾಗಿ ದರ್ಶನ್ ಮೆರೆಯಲಿ ಎಂದ ಕಿಚ್ಚ: ಮತ್ತೆ ಸ್ನೇಹದ ಹಸ್ತ ಚಾಚಿದ್ರಾ ವೀರ ಮದಕರಿ?,1
ಎಬಿಡಿ ವಿದಾಯಕ್ಕೆ ಭಾವನಾತ್ಮಕ ಸಂದೇಶ ರವಾನೆ ಮಾಡಿದ ಕೊಹ್ಲಿ,1
 ‘ಬಿಜೆಪಿ ಟಿಶರ್ಟ್' ಧರಿಸಿದ ಮಗುವನ್ನು ಹಿಡಿದುಕೊಂಡ ರಾಹುಲ್ ಗಾಂಧಿ? ,0
198ಕ್ಕೆ ಆಲೌಟ್ ಆದರೂ 120 ರನ್​ಗಳ ಭರ್ಜರಿ ಜಯಕಂಡ ದ. ಆಫ್ರಿಕಾ,1
 ಜಹಾಂಗೀರ್‌ಪುರಿ ಹಿಂಸಾಚಾದಲ್ಲಿ ಪೊಲೀಸರ ಮೇಲೆ ಗುಂಪು ಹಲ್ಲೆ ,0
ಐಪಿಎಲ್ ಕ್ರಿಕೆಟ್‌ ಟೂರ್ನಿ ಹರಾಜು: ಸಾರ್ವಜನಿಕ ಹಿತಾಸಕ್ತಿ ಅರ್ಜಿ ವಜಾ,0
ಜೈಲಿನಲ್ಲಿ ಮನೆಯೂಟ-ಅತಿಥಿ ಸತ್ಕಾರಕ್ಕೆ ಹಠ ಹಿಡಿದಿರುವ ದುನಿಯಾ ವಿಜಿ..!,1
ವರ್ಷದ ಕನ್ನಡಿಗ 2018 ಪ್ರಶಸ್ತಿ ಪ್ರದಾನ ಕಾರ್ಯಕ್ರಮ: ಭಾಗ1,1
 ಗಾಲ್ವಾನ್ ಕಣಿವೆಯಲ್ಲಿ ಸೈನಿಕರು ಗಣಪತಿ ಹಬ್ಬ ಆಚರಿಸಿದರೇ?,0
ಬಾಹುಬಲಿಯ ಶಿವಗಾಮಿ ರಮ್ಯಾಕೃಷ್ಣ ಈಗ ಹೊಸ ಅವತಾರದಲ್ಲಿ..!,1
(VIDEO) ಕೆಸಿಸಿ 2ನೇ ಆವೃತ್ತಿಗೆ ಕ್ಷಣಗಣನೆ: ಮೈದಾನದಲ್ಲಿ ಸ್ಟಾರ್ ನಟರ ಕಠಿಣ ಅಭ್ಯಾಸ,1
'ಭಾರತ ಬಿಟ್ಟು ಬೇರೆ ದೇಶಕ್ಕೆ ಹೋಗಿ': ಟ್ವಿಟರ್ ಮೂಲಕ ಸ್ಪಷ್ಟೀಕರಣ ನೀಡಿದ ಕೊಹ್ಲಿ,1
ಸಲ್ಮಾನ್​ ಖಾನ್​ ಅವರ 'ಭಾರತ್​' ಸಿನಿಮಾದಲ್ಲಿ 'ಭಾಗಿ' ನಟಿ,1
ಚಾರ್ಜಿಂಗ್ ವೇಳೆ ಮೊಬೈಲ್ ಸ್ಪೋಟ: ನಿಮ್ಮ ಫೋನ್​ ಕೂಡ ಬ್ಲಾಸ್ಟ್ ಆಗಬಹುದು,1
ಅತಿಥಿ: ದುಂಡಿರಾಜ್​ ಅವರೊಂದಿಗಿನ ಮಾತುಕತೆ: ಭಾಗ1,1
ಯಶ್​ ಅವರನ್ನು ಕೊಂಡಾಡಿದ ರಿಯಲ್​ ಸ್ಟಾರ್​ ಉಪ್ಪಿ!,1
 ಶಾಹೀನ್\u200c ಬಾಗ್\u200c ಪ್ರತಿ\u200bಭ\u200bಟ\u200bನಾ\u200bಗಾ\u200bರ್ತಿಗೆ ಕೊರೋ\u200bನಾ?'],0
Video: ಅಕ್ಟೋಬರ್​ 18ರಂದು ತೆರೆಗೆ ಬರಲಿದೆ ಬಹು ನಿರೀಕ್ಷಿತ 'ದಿ ವಿಲನ್​' ಸಿನಿಮಾ..!,1
ನಾಳೆಯಿಂದ ಭಾರತ-ಆಸ್ಟ್ರೇಲಿಯಾ ನಡುವೆ 4 ದಿನಗಳ ಅಭ್ಯಾಸ ಪಂದ್ಯ,1
ಮುಂಬೈನಲ್ಲಿ ಇರಾನಿ ಚಲನಚಿತ್ರೋತ್ಸವ,1
  ಬಂಗಾಳಕ್ಕೆ ವಲಸೆ ಕಾರ್ಮಿಕರನ್ನು ಹೊತ್ತೊಯ್ಯುತ್ತಿರುವ  ಶ್ರಮಿಕ್\u200c ರೈಲು!'],0
ಬಾಲಿವುಡ್​ಗೆ ವಿದಾಯ ಹೇಳುತ್ತಾರಾ ನಟಿ ಸೋನಮ್​ ಕಪೂರ್​?,1
 ಜ್ಞಾನವಾಪಿ ಮಸೀದಿಯಲ್ಲಿ ಇತ್ತೀಚಿನ ಸಮೀಕ್ಷೆಯ ಸಂದರ್ಭದಲ್ಲಿ ಕಂಡುಬಂದಿರುವ ‘ಶಿವಲಿಂಗ’ದ ಫೋಟೋಗಳು,0
ಬಹು ನಿರೀಕ್ಷಿತ ನೋಕಿಯಾ 8.1 ಬಿಡುಗಡೆ: ಎರಡು ದಿನಕ್ಕೊಮ್ಮೆ ಚಾರ್ಜ್​ ಮಾಡಿ..!,1
ಮಾಜಿ ಕ್ರಿಕೆಟರ್ ಬ್ರಿಜೇಶ್ ಪಟೇಲ್ ಮನೆಗೆ ಕನ್ನ ಹಾಕಿದ್ದ ಆರೋಪಿ ಪೊಲೀಸರ ವಶಕ್ಕೆ..!,1
ಕಳಪೆ ಫಾರ್ಮ್​​ನಲ್ಲಿದ್ದರು ಕನ್ನಡಿಗ ರಾಹುಲ್​​ಗೆ 5ನೇ ಟೆಸ್ಟ್​ನಲ್ಲೂ ಚಾನ್ಸ್​: ಹೇಗಂತೀರಾ..?,1
 ಶ್ರೀ ಕಾಶಿ ವಿಶ್ವನಾಥ ದೇವಸ್ಥಾನದ ಪುನರ್ ನಿರ್ಮಾಣದ ನಂತರ ತೆಗೆದ ವಿಡಿಯೋ,0
 | ಉತ್ತರ ಪ್ರದೇಶದಲ್ಲಿ ಹುಡುಗ ಪಾಕ್‌ ಪರ ಘೋಷಣೆ ಕೂಗಿದ್ದು ನಿಜವೇ?,0
 ಚೀನಾ ವಿಮಾನ ಪತನಗೊಂಡ ವಿಡಿಯೋ ಹಿಂದಿರುವ ಸತ್ಯ ,0
ತೆಲುಗು ಸಿನಿ ರಂಗವನ್ನು ಆಳಿದ ಎನ್​ಟಿಆರ್​ ಮಗನಾಗಿ ಹರಿಕೃಷ್ಣ ಅಭಿನಯಿಸಿದ್ದು ಮಾತ್ರ ಬೆರಳೆಣಿಕೆ ಸಿನಿಮಾಗಳಲ್ಲಿ..!,1
ಬಾಲ್ ಟ್ಯಾಂಪರಿಂಗ್: ಸ್ಟೀವ್ ಸ್ಮಿತ್​ಗೆ ಒಂದು ಪಂದ್ಯ ನಿಷೇಧ ಹೇರಿದ ಐಸಿಸಿ,1
  ಲಾಕ್\u200cಡೌನ್ ಸಂಕಷ್ಟಕ್ಕೊಳಗಾದ ಪ್ರತಿಯೊಬ್ಬರಿಗೂ 2 ಸಾವಿರ ಪರಿಹಾರ ಧನ?'],0
 ಮೋದಿ ಜರ್ಮನ್ ಭೇಟಿ ವೇಳೆ ಚಾನ್ಸೆಲರ್ ಕಚೇರಿಯಲ್ಲಿ ನೆಹರೂ ಫೋಟೋ? ,0
ವಾಟ್ಸ್​ಆ್ಯಪ್​ ಅಪ್ಲಿಕೇಶನ್​ನಲ್ಲಿ ಸ್ವಂತ ಸ್ಟಿಕ್ಕರ್​​ ತಯಾರಿಸುವುದು ಹೇಗೆ ಗೊತ್ತಾ..?,1
2018ರ ವಿಧಾನಸಭಾ ಚುನಾವಣೆ: ಮತದಾದ ಮಾಡಲು ಮತಗಟ್ಟೆಗೆ ಬಂದ ಸೆಲೆಬ್ರಿಟಿಗಳು,1
 ಇತ್ತೀಚೆಗೆ ಬಾಂಗ್ಲಾದೇಶದಲ್ಲಿ ನಡೆದ ಹಿಂದೂಗಳ ಮೇಲಿನ ದಾಳಿಯಲ್ಲಿ ಮೃತಪಟ್ಟ ಬಾಂಗ್ಲಾದೇಶದ ಇಸ್ಕಾನ್ ಸನ್ಯಾಸಿಯ ಚಿತ್ರ,0
 ಶ್ರೀನಗರ ಪೊಲೀಸರು ಭಯೋತ್ಪಾದಕರನ್ನು ಬಂಧಿಸುತ್ತಿರುವ ವಿಡಿಯೋ,0
 ಭಾರತ್ ಬಯೋಟೆಕ್ ಉಪಾಧ್ಯಕ್ಷರು ಕೋವ್ಯಾಕ್ಸಿನ್ (ದೇಶೀಯ ಪ್ರಾಯೋಗಿಕ ಕೋವಿಡ್-19 ಲಸಿಕೆ) ಮೊದಲ ಡೋಸ್ ತೆಗೆದುಕೊಳ್ಳುವ ಫೋಟೋ,0
ಸೂಪರ್​ಸ್ಟಾರ್​ ರಜಿನಿಕಾಂತ್​ ಮಗಳಿಗೆ ಮತ್ತೊಂದು ಮದುವೆ; ಹುಡುಗ ಯಾರು ಗೊತ್ತಾ?,1
#MeToo: ಚಂದನವನದಲ್ಲಿ ನಿರ್ದೇಶಕ ಶಿವಮಣಿ ವಿರುದ್ಧ ಲೈಂಗಿಕ ಕಿರುಕುಳದ ಆರೋಪ..!,1
['Fact Check| ಬಿಜೆಪಿ ಆಡಳಿತ ಮೂದಲಿಸುವ ಈ ಕಾರ್ಟೂನ್ ರಚಿಸಿದ್ದು ಯಾರು?'],0
 ಮಾಜಿ ಪ್ರಧಾನಿ ಅಟಲ್ ಬಿಹಾರಿ ವಾಜಪೇಯಿ ಅವರು ವಿಶ್ವಸಂಸ್ಥೆಯಲ್ಲಿ ಕಾಶ್ಮೀರ ಸಮಸ್ಯೆಯ ಕುರಿತು ಮಾಡಿದ ಭಾಷಣ,0
ಪುಲ್ವಾಮ ದಾಳಿ: 'ಸೆಹ್ವಾಗ್ ಸ್ಕೂಲ್' ಮೂಲಕ ಹುತಾತ್ಮ ಯೋಧರ ನೆರವಿಗೆ ಧಾವಿಸಿದ ವೀರೂ,1
ವರ್ಷದ ಕನ್ನಡಿಗ 2018ರ ಸಾಹಿತ್ಯ  ವಿಭಾಗದಲ್ಲಿ ನಾಮ ನಿರ್ದೇಶನಗೊಂಡವರ ವಿವರಗಳು,1
" ತಮಿಳುನಾಡು, ಕೇರಳದಲ್ಲಿ ಬಿಪಿನ್‌ ರಾವತ್‌ ಸಾವಿನ ಸಂಭ್ರಮ?",0
 ಉತ್ತರ ಪ್ರದೇಶದ ಮುಖ್ಯಮಂತ್ರಿ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಅವರು ಮೃತ ಯೋಧನ ಚಿತಾಭಸ್ಮವನ್ನು ತಮ್ಮ ಹಣೆಗೆ ಹಚ್ಚಿಕೊಂಡರು,0
'ಎ' ತಂಡಗಳ ಟೆಸ್ಟ್​: ಆಸೀಸ್ ವಿರುದ್ಧ ಭಾರತೀಯರ ದಿಟ್ಟ ಹೋರಾಟ,1
ಕೇವಲ 900 ರೂ. ಪಾವತಿಸಿ ವಜ್ರ ಖರೀದಿಸಿ: ಇಲ್ಲಿದೆ ಸುವರ್ಣಾವಕಾಶ,1
 ತಳ್ಳುಗಾಡಿಯ ಮೇಲೆ ಹಣ್ಣು ಮಾರುವವ  ಮೂತ್ರ ಸುರಿದಿದ್ದು ನಿಜಾನಾ?'],0
 ಆಪ್ಘಾನಿಸ್ತಾನದಲ್ಲಿ ಯುವತಿಯರನ್ನು ಸಾರ್ವಜನಿಕವಾಗಿ ಹರಾಜು ಹಾಕಿ ಮಾರುತ್ತಿರುವ ದೃಶ್ಯಗಳು,0
36ನೇ ವಸಂತಕ್ಕೆ ಕಾಲಿಟ್ಟ ಪ್ರಿಯಾಂಕಾ ಚೋಪ್ರಾ: ಲಂಡನ್​ನಲ್ಲಿ ಹುಟ್ಟುಹಬ್ಬದ ಆಚರಣೆ!,1
ಫ್ಯಾಕ್ಟ್ ಚೆಕ್: ವ್ಯಕ್ತಿಯೊಬ್ಬನನ್ನು ಗುಂಪೊಂದು ಥಳಿಸುತ್ತಿರುವ ವಿಡಿಯೊ,0
 ಈರುಳ್ಳಿ ಮೇಲೆ ಫ್ರಿಜ್‌ನ ಒಳಗೆ ಕಂಡುಬರುತ್ತಾ ಬ್ಲ್ಯಾಕ್ ಫಂಗಸ್?,0
ಕೊನೆಯ 2 ಏಕದಿನ ಪಂದ್ಯ ಹಾಗೂ ಟಿ20 ಸರಣಿಗೆ ವಿರಾಟ್ ಕೊಹ್ಲಿ ಇಲ್ಲ,1
ಬೋನಿ ಕಪೂರ್​- ಶ್ರೀದೇವಿ ನಡುವೆ ಜಗಳಕ್ಕೆ ಕಾರಣವಾಗಿದ್ದ ಆ ಒಂದು ಕಾರಣ,1
PHOTOS: ಸಂಚಾರಿ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಹೊಸ ಕ್ರಾಂತಿ ಸೃಷ್ಟಿಸಲಿದೆ ಈ ವಾಹನಗಳು,1
ಹೆಂಡ್ತಿಯ ಸೇವೆಗಾಗಿ ಕ್ರಿಕೆಟ್ ತೊರೆದ: 6 ವರ್ಷಗಳ ಬಳಿಕ ಕಂಬ್ಯಾಕ್ ಮಾಡಿ ಭರ್ಜರಿ ಶತಕ ಸಿಡಿಸಿದ,1
ಮತದಾನ ಮಾಡಲು ಮತಗಟ್ಟೆಗೆ ಹರಿದು ಬಂದ ತಾರಾ ಸಾಗರ,1
ಇಂದಿನಿಂದ ಆನ್​ಲೈನ್​ನಲ್ಲೂ ಮೊಟೊ ಜಿ7 ​​ಸ್ಮಾರ್ಟ್​ ಫೋನ್​ ಲಭ್ಯ..!,1
ವೈರಲ್​ ಆಯಿತು ಶಾರುಖ್​ ಮಗಳ ಫೋಟೊ; ಮುಗ್ದ ನಗೆ ಮೂಲಕವೇ ಕಿಚ್ಚು ಹೊತ್ತಿಸುತ್ತಿದ್ದಾಳೆ ಸುಹಾನಾ ಖಾನ್​,1
 ಮಾಂಸ\u200bದಂಗಡಿ ಮುಚ್ಚಲು ಕರೆ ಕೊಟ್ಟಸಚಿನ್\u200c ತೆಂಡು\u200bಲ್ಕ\u200bರ್\u200c!'],0
ಫ್ಯಾಕ್ಟ್‌ ಚೆಕ್‌: ಲವ್ ಜಿಹಾದ್‌ ಆರೋಪ ನಿಜವೇ?,0
 ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಸರ್ಕಾರ ಲಕ್ನೋದಲ್ಲಿ ನಿರ್ಮಿಸಿದ ಗೋಮತಿ ರಿವರ್‌ಫ್ರಂಟ್‌ನ ಪೋಟೋ,0
ನಾಯಕತ್ವದಿಂದ ಮಾತ್ರವಲ್ಲ… ಶ್ರೀಲಂಕಾ ತಂಡದಿಂದಲೂ ಮ್ಯಾಥ್ಯೂಸ್ ಔಟ್..!,1
ಬಿಗ್​ಬಾಸ್ ಸ್ಪೆಷಲ್ ಸ್ಟೋರಿ,1
ರಷ್ಯನ್​ ಗಂಡನಿಂದಾಗಿ ಸುದ್ದಿಯಲ್ಲಿದ್ದ ನಟ ರಜನಿ ಅವರ ನಾಯಕಿಯಾಗಿದ್ದ ಆ ನಟಿ ಯಾರು ಗೊತ್ತಾ?,1
ಫ್ಯಾಕ್ಟ್ ಚೆಕ್‌: ದೆಹಲಿಯಲ್ಲಿ ಬಾಂಗ್ಲಾದೇಶದ ರೋಹಿಂಗ್ಯಾಗಳು?,0
"19,999 ರೂ.ಗೆ ಬಿಡುಗಡೆಗೊಂಡ ಹಾನರ್​ನ ಮೊಬೈಲ್​ ಯಾವುದು?",1
 ಸಗಣಿ ತಿಂದ ಕರ್ನಾಲ್‌ನ ವೈದ್ಯರೊಬ್ಬರು ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾಗಿ ಮಲಗಿರುವ ಚಿತ್ರ,0
ಕೊಪ್ಪಳ: ಅಂತರ್ಜಲ ಹೆಚ್ಚಿಸಲು ‘ಅಮೃತ ಸರೋವರ’,0
 ಸೆ.1 ರಿಂದ ವಿದ್ಯುತ್\u200c ದರ ಪಾವತಿ ಮಾಡಬೇಕಾಗಿಲ್ಲ?'],0
 ವೈಶಾಲಿ ಯಾದವ್ ಉಕ್ರೇನ್‌ನಲ್ಲಿ ಓದುತ್ತಿರುವಂತೆ ನಕಲಿ ವಿಡಿಯೋ ಪೋಸ್ಟ್ ಮಾಡಿ ಸುಳ್ಳು ಸುದ್ದಿಯನ್ನು ಹರಡಿದ ಕಾರಣಕ್ಕೆ ಉತ್ತರ ಪ್ರದೇಶ ಪೊಲೀಸರು ಆಕೆಯನ್ನು ಬಂಧಿಸಿದ್ದಾರೆ,0
ಮಧ್ಯಮ ಬಜೆಟ್​ ಮೊಬೈಲ್​ Moto G6 Plus,1
ಹಣಕ್ಕಾಗಿ ವ್ಯಕ್ತಿಯ ಮೇಲೆ ಹಲ್ಲೆ ನಡೆಸಿ ಬೆದರಿಕೆ ಹಾಕಿದ ಕನ್ನಡದ ನಟಿ?,1
ಅಂಡರ್-19 ವಿಶ್ವಕಪ್ ಕ್ರಿಕೆಟ್ ಪಂದ್ಯದಲ್ಲಿ ಹೀಗೊಂದು ವಿವಾದಾತ್ಮಕ ತೀರ್ಪು,1
 ಹಂಬಲ್ ಪೊಲಿಟಿಷಿಯನ್ ನೋಗ್\u200cರಾಜ್ ನಟ ಟಿಕು ತಲ್ಸಾನಿಯಾ ಇಸ್ಲಾಂಗೆ ಮತಾಂತರಗೊಂಡಿದ್ದು ಸುಳ್ಳು!\u200c'],0
ತಮಿಳು ನಟ ವಿಜಯ್​ಗೆ ಮಾಜಿ ಕೇಂದ್ರ ಸಚಿವರೊಬ್ಬರು ಛೀಮಾರಿ ಹಾಕಿದ್ದು ಏಕೆ ಗೊತ್ತಾ?,1
 ಕೊರೊನಾ ಸೋಂಕು ಹರಡುವಿಕೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನಿಯಂತ್ರಿಸಿದ ಕೊಡಗು ಜಿಲ್ಲಾಧಿಕಾರಿಗೆ ಸನ್ಮಾನದ ವೀಡಿಯೊ,0
ಕುತೂಹಲ ಮೂಡಿಸಿರುವ ಇರ್ಫಾನ್​ ಖಾನ್​ ಅಭಿನಯದ ‘ಬ್ಲಾಕ್​ಮೇಲ್’ ಸಿನಿಮಾದ ಟ್ರೇಲರ್​,1
'ನನ್ನ ಬೆಂಬಲ ಆಸ್ಟ್ರೇಲಿಯಾ ತಂಡಕ್ಕೆ': ಭಜ್ಜಿ ಮತ್ತೊಂದು ವಿವಾದ?,1
ಬಹು ನಿರೀಕ್ಷಿತ ಬಿಎಂಡಬ್ಲ್ಯು ಜಿ 310 ಆರ್ ಮತ್ತು ಜಿ 310 ಜಿಎಸ್ ಬಿಡುಗಡೆ,1
 ಫೈಝರ್\u200c ಲಸಿಕೆ ಪಡೆದ ನರ್ಸ್\u200c ಸಾವನ್ನಪ್ಪಿ ಬಿಟ್ರಾ..?'],0
ವಿಜಿಗೆ ಇನ್ನೂ ಮೂರು ದಿನ ಜೈಲೇ ಗತಿ: ಜಾಮೀನು ಅರ್ಜಿ ವಿಚಾರಣೆ ಸೆ.29ಕ್ಕೆ ಮುಂದೂಡಿಕೆ,1
 ಹಿಂದೂ\u200bಗ\u200bಳಿಗೆ ಮಕ್ಕ\u200bಳಾ\u200bಗ\u200bದಂತೆ ಬಿರಿ\u200bಯಾ\u200bನಿ\u200bಯಲ್ಲಿ ಮಾತ್ರೆ?'],0
 ‘ಪಾಕಿಸ್ತಾನ್ ಜಿಂದಾಬಾದ್’ ಎಂದು ಕೂಗಿದ್ದಕ್ಕಾಗಿ ಯುಪಿ ಪೊಲೀಸರು ವ್ಯಕ್ತಿಯೊಬ್ಬನನ್ನು ಥಳಿಸಿದ ವಿಡಿಯೋ,0
ಚಿತ್ರ ರಂಗದ ನಟರೊಂದಿಗೆ ರೆಬಲ್​​ ಸ್ಟಾರ್​ ಅಪರೂಪದ ಚಿತ್ರಗಳು,1
 ಅಯೋಧ್ಯೆಯಲ್ಲಿ ಕಟ್ಟಲು ಉದ್ದೇಶಿಸಿರುವ ರಾಮಮಂದಿರದ ವಿನ್ಯಾಸ,0
FACT CHECK: ದಾರುಲ್ ಉಲೂಂ ದೇವಬಂದ್ ಹೆಸರಿನಲ್ಲಿ ಫತ್ವಾ!,0
 ಅಸ್ಸಾಂನ ಧೈರ್ಯಶಾಲಿ ಹುಡುಗ ನಿರ್ಭಯದಿಂದ ಜಿಂಕೆ ಮರಿಯನ್ನು ನದಿ ನೀರಿನಲ್ಲಿ ಮುಳಗದಂತೆ ರಕ್ಷಿಸಿದನು,0
['Fact Check,0
 ಕೇಂದ್ರ ಸರ್ಕಾರ ಕಳುಹಿಸಿದ ಸಾವಿರಗಟ್ಟಲೆ ರೆಮ್‌ಡಿಸಿವಿರ್ ಔಷಧಿಗಳನ್ನು  ರಾಜ್ಯ ಸರ್ಕಾರಗಳು ನದಿಯಲ್ಲಿ ಎಸೆದು ಹಾಳು ಮಾಡುತ್ತಿರುವ  ದೃಶ್ಯಗಳು,0
 ಶ್ರೀಲಂಕಾದಲ್ಲಿ ಬಿಜೆಪಿ ತನ್ನ ನೂತನ ಘಟಕ ಆರಂಭಿಸಿದೆಯೇ? ,0
 ಜಿಯೋದಿಂದ 498 ಫ್ರೀ ರೀಚಾರ್ಜ್ ಆಫರ್?'],0
 ರೈಲ್ವೆಯನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ಖಾಸಗಿಯವರಿಗೆ ಮಾರಲಾಗುತ್ತದೆಯೇ?,0
 11 ವರ್ಷಗಳ ನಂತರ ಮಗುವಿಗೆ ಜನ್ಮ ನೀಡಿದ ಮಹಿಳೆ ಮಗುವಿಗೆ ಜನ್ಮ ನೀಡಿದ ನಂತರ ಸಾವನ್ನಪ್ಪಿದ ದೃಶ್ಯಗಳು,0
 ಟ್ರಂಪ್\u200c ಬರುತ್ತಾರೆಂದು ಬೀದಿನಾಯಿಗಳನ್ನೆಲ್ಲಾ ಕೊಂದರು!'],0
ಫೋರ್ಬ್ಸ್​ ಪಟ್ಟಿಯಲ್ಲಿ ಅಕ್ಷಯ್​-ಸಲ್ಮಾನ್: ಸಂಭಾವನೆ ವಿಷಯದಲ್ಲಿ ಖಾನ್​ಗಳನ್ನು ಹಿಂದಿಕ್ಕಿದ ಅಕ್ಷಯ್ ಕುಮಾರ್​​..!​,1
ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ತನ್ನದೇ ಆದ ಹೊಸ ಛಾಪನ್ನೆಬ್ಬಿಸಿದ ಕುರುಕ್ಷೇತ್ರ ಚಿತ್ರ,1
ಕೊಪ್ಪಳ: ಅಂತರ್ಜಲ ಹೆಚ್ಚಿಸಲು ‘ಅಮೃತ ಸರೋವರ’,0
ಪರ್ತ್​​ನಲ್ಲಿ ವಿರಾಟ್ ಆರ್ಭಟ: ದಾಖಲಾಯಿತು ಮತ್ತಷ್ಟು ದಾಖಲೆ,1
ಇಂಗ್ಲೆಂಡ್‌ನಲ್ಲಿ ಇಂದಿನಿಂದ ಏಕದಿನ ಕ್ರಿಕೆಟ್ ಸರಣಿ: ಟಿ20 ಗೆದ್ದು ಆತ್ಮವಿಶ್ವಾಸದಲ್ಲಿರುವ ಭಾರತ ತಂಡ,1
 ಭಾರತೀಯ ಸೇನೆಯ 158 ಯೋಧರನ್ನು ಹತ್ಯೆಗೈತಾ ಚೀನಾ?'],0
ಸ್ಯಾಂಡಲ್​ವುಡ್​ನಲ್ಲಿ ಮಿಂಚಬೇಕಿದ್ದ ಯುವ ಕಲಾವಿದ ರಸ್ತೆ ಅಪಘಾತದಲ್ಲಿ ದುರ್ಮರಣ,1
ಐಪಿಎಲ್ 2018: ಯಾರ ಮಡಿಲಿಗೆ ಈ ಬಾರಿಯ ಐಪಿಎಲ್ ಕಪ್...?,1
‘ಮಾನಸ ಸರೋವರ’ ಬೆಳ್ಳಿ ತೆರೆಯಿಂದ ಈಗ ಕಿರುತರೆಗೆ,1
 ನೀರಿನಿಂದ ತುಂಬಿದ ರಸ್ತೆಯಲ್ಲಿ ಉರುಳಿದ ವಾಹನದಿಂದ ತಮ್ಮನ್ನು ರಕ್ಷಿಸಿಕೊಳ್ಳುತ್ತಿರುವ ಯುಪಿ ಪೋಲಿಸರ ವಿಡಿಯೊ,0
 ‘ಕೋವಿಶೀಲ್ಡ್ ವ್ಯಾಕ್ಸಿನ್ ಹಾಕಿಸಿಕೊಂಡಿರುವ ವರ ಬೇಕಾಗಿದ್ದಾನೆ’ – ಪತ್ರಿಕೆಯ ಪ್ರಕಟಣೆ,0
ಆ್ಯಪಲ್​ಗೇ ಶಾಕ್​! Huawei ಮೊಬೈಲ್​ ರಾಕ್ಸ್!,1
ನಟಿ ಶ್ರೀದೇವಿ ನಿಧನದ ಹಿನ್ನಲೆ ನಿವಾಸಕ್ಕೆ ಆಗಮಿಸಿದ ಬಾಲಿವುಡ್ ತಾರೆಯರು,1
 ಉಕ್ರೇನ್‌ನಲ್ಲಿ ಭಾರತದ ಪ್ರಜೆಗಳನ್ನು ಸ್ಥಳಾಂತರಿಸುವ ಪ್ರಯತ್ನಗಳನ್ನು ಶ್ಲಾಘಿಸಿ ಪಾಕಿಸ್ತಾನ ಸಂಸತ್ತಿನಲ್ಲಿ ‘ಮೋದಿ ಜಿಂದಾಬಾದ್’ ಘೋಷಣೆಗಳ ವೀಡಿಯೊ,0
